amount,oldbalanceOrg,newbalanceDest,is_fraud
70.39021349652886,10071.513513092363,10137.513813655109,0
451.51821463762815,27553.14642153955,28000.53023440698,0
197.5118540318174,43774.345957944,43970.72541751631,0
136.94138306639297,36879.0194340685,37017.79764466897,0
25.443730569351942,40521.496245211034,40551.50789891155,0
25.439443787190775,33280.38496882515,33301.80851785894,0
8.975815291302101,34921.55166137477,34937.99091951087,0
301.68462967199093,42610.58692670064,42910.91593836742,0
137.8623230440897,13233.732434100111,13371.487920672458,0
184.68750925568855,24981.823218513884,25162.774669373834,0
3.1198961998707935,11839.26264916051,11830.261344059016,0
13736.722742391892,174.13769109148788,-13562.585051300404,1
267.96443150320124,47258.90764464405,47530.55629563271,0
35.80314378734205,2931.913757056789,2966.31026305854,0
30.101848312449505,35573.183453268735,35603.62025516731,0
30.391713424838557,46337.167553367624,46370.138962880985,0
54.413059419071566,9848.191911239343,9894.792241373982,0
111.58917462912817,28829.316297078843,28938.26020832124,0
84.8305600170505,45858.92658181405,45947.72846522921,0
51.633448883091226,2663.352950704143,2708.714952471388,0
141.9556310849698,35173.59309509516,35317.016515840965,0
22.5351793091008,15570.101361254987,15585.853631540971,0
51.82732680036034,46295.41357344999,46349.573050162515,0
68.44158273312706,48581.85401310302,48650.11738842465,0
91.34020317896625,47269.05796655826,47352.3225106577,0
230.6904016546368,24236.496616215725,24473.010714642645,0
33.410379319303544,43240.089898476355,43269.827319911674,0
108.30437325496915,42382.92052821845,42487.17363928835,0
134.62570819646407,16635.923188919525,16771.551743102144,0
7.134577463461282,41616.85823338319,41629.735997593794,0
140.29995309744152,2813.3741010591384,2948.594945061688,0
28.044187796612462,30217.2240456206,30245.57663266645,0
9704.174583288903,3.3184961265195767,-9700.856087162383,1
12615.364043226093,180.84865828151302,-12434.51538494458,1
505.59455136917586,4770.706879831248,5277.1836389768105,0
247.8497359219315,35118.15001802885,35364.16461475536,0
54.49317899531374,17653.87322463524,17704.228452527313,0
15.416597250375936,36513.57180490931,36529.41912157492,0
172.91261446479928,4202.460699148176,4370.012618553047,0
87.01362638780975,16449.226553699904,16521.63342767024,0
14748.86675752706,31.26339414177217,-14717.603363385288,1
102.53208422012253,39745.435077109214,39852.48683553477,0
5.249058216521862,16618.872643671428,16612.307039710242,0
360.0634331089536,31668.677445413447,32023.69222499885,0
44.91866652610291,44412.90966357317,44460.92410140429,0
162.93836978474704,31177.296220932923,31350.52206806623,0
56.03198724864355,12415.014262928054,12471.150218715075,0
110.11663438638429,2195.638296270363,2302.1149159506012,0
118.68356969726963,43634.84482114556,43752.61390863731,0
30.658289926185862,2042.2011316689698,2079.733803690897,0
523.921069910434,43860.381961525774,44381.07321054059,0
223.8368065707211,26917.91956733339,27137.76041387086,0
420.76416289373736,47014.31722713191,47432.66767241474,0
337.8227996301295,40140.378552909606,40473.43470949844,0
136.65816185749125,49898.77141613354,50036.042929571006,0
382.41530689041076,18184.8789571338,18575.41765631656,0
13.898318842967344,38592.22615762522,38607.73987283377,0
32.72020419469012,20694.614766852865,20726.073203536926,0
6.942294853024793,24513.90539489153,24519.38863339998,0
59.029813020463024,31747.767697700136,31798.981556677118,0
73.81954376913279,43810.1785951306,43888.41368778547,0
47.48406648132386,49220.08999076546,49267.18487126172,0
264.6836797861401,38645.397279361394,38909.17855957958,0
66.18404992948052,21470.572326199355,21552.72191396806,0
49.47042602013738,21646.493111576438,21697.457302138402,0
117.3610624811619,37141.53277785568,37255.13488508637,0
22.784722173094327,12700.080142646815,12720.73307683888,0
243.0725393662097,6413.231543438338,6662.046311350531,0
11.621380321696352,18376.48572439805,18388.673456772438,0
650.1219509380979,15074.710591050005,15717.641152096516,0
221.9225664362267,15519.097902343514,15745.616613452617,0
33.230916075882895,12446.779801445588,12476.669997093775,0
0.8306130563903212,3062.5662921817325,3072.7633941192103,0
253.4845166229189,1875.8228019372768,2134.7075588887687,0
184.0643861080567,49398.39709706554,49580.224873695304,0
195.84943631819985,21960.883553057254,22163.13807118413,0
